dt,AverageTemperature,AverageTemperatureUncertainty,Country,years
1753-01-01,8.754000000000001,5.363,Tunisia,1753
1753-02-01,10.597,3.1830000000000003,Tunisia,1753
1753-03-01,16.105,2.805,Tunisia,1753
1753-04-01,18.181,5.2570000000000014,Tunisia,1753
1753-05-01,23.571,2.23,Tunisia,1753
1753-06-01,29.551,2.127,Tunisia,1753
1753-07-01,31.022,2.018,Tunisia,1753
1753-08-01,29.282,4.547,Tunisia,1753
1753-09-01,26.413,1.958,Tunisia,1753
1753-10-01,21.278,1.917,Tunisia,1753
1753-11-01,14.817,2.443,Tunisia,1753
1753-12-01,9.964,2.7060000000000004,Tunisia,1753
1754-01-01,8.841000000000003,3.1060000000000003,Tunisia,1754
1754-02-01,8.274000000000001,4.347,Tunisia,1754
1754-03-01,13.388,3.324,Tunisia,1754
1754-04-01,20.666,5.489,Tunisia,1754
1754-05-01,23.589,3.026,Tunisia,1754
1754-06-01,28.542,2.043,Tunisia,1754
1754-07-01,30.058000000000003,2.448,Tunisia,1754
1754-08-01,29.772,3.519,Tunisia,1754
1754-09-01,25.927,2.78,Tunisia,1754
1754-10-01,22.511000000000006,2.393,Tunisia,1754
1754-11-01,16.914,2.066,Tunisia,1754
1754-12-01,11.978,2.324,Tunisia,1754
1755-01-01,7.074,4.857,Tunisia,1755
1755-02-01,9.515,4.166,Tunisia,1755
1755-03-01,14.866,3.719,Tunisia,1755
1755-04-01,21.094,3.739,Tunisia,1755
1755-05-01,23.898000000000003,2.914,Tunisia,1755
1755-06-01,29.766,3.568,Tunisia,1755
1755-07-01,29.745,2.061,Tunisia,1755
1755-08-01,28.699,2.54,Tunisia,1755
1755-09-01,26.048,1.885,Tunisia,1755
1755-10-01,20.515,5.2360000000000015,Tunisia,1755
1755-11-01,15.606,4.8,Tunisia,1755
1755-12-01,10.349,5.935,Tunisia,1755
1756-01-01,11.171,3.039,Tunisia,1756
1756-02-01,14.686,3.202,Tunisia,1756
1756-03-01,15.225,5.174,Tunisia,1756
1756-04-01,19.667,2.281,Tunisia,1756
1756-05-01,24.847,3.828,Tunisia,1756
1756-06-01,28.714,2.887,Tunisia,1756
1756-07-01,29.396,2.302,Tunisia,1756
1756-08-01,28.982,5.971,Tunisia,1756
1756-09-01,27.17,2.506,Tunisia,1756
1756-10-01,19.561,2.248,Tunisia,1756
1756-11-01,13.628,2.959,Tunisia,1756
1756-12-01,9.702,2.353,Tunisia,1756
1757-01-01,7.282,2.462,Tunisia,1757
1757-02-01,12.659,3.3160000000000003,Tunisia,1757
1757-03-01,14.956,3.113,Tunisia,1757
1757-04-01,18.089,4.173,Tunisia,1757
1757-05-01,24.757,3.474,Tunisia,1757
1757-06-01,30.71,3.642,Tunisia,1757
1757-07-01,32.879,4.79,Tunisia,1757
1757-08-01,30.504,3.032,Tunisia,1757
1757-09-01,27.372,5.085,Tunisia,1757
1757-10-01,18.774,6.848,Tunisia,1757
1757-11-01,13.573,2.754,Tunisia,1757
1757-12-01,8.654,7.636,Tunisia,1757
1758-01-01,6.3210000000000015,2.392,Tunisia,1758
1758-02-01,11.002,2.6660000000000004,Tunisia,1758
1758-03-01,14.961,3.606,Tunisia,1758
1758-04-01,17.489,6.207999999999998,Tunisia,1758
1758-05-01,21.589,4.421,Tunisia,1758
1758-06-01,27.632,3.803,Tunisia,1758
1758-07-01,28.76,5.099,Tunisia,1758
1758-08-01,27.522,4.718,Tunisia,1758
1758-09-01,24.042,2.798,Tunisia,1758
1758-10-01,17.46,8.164,Tunisia,1758
1758-11-01,16.078,5.126,Tunisia,1758
1758-12-01,11.368,4.288,Tunisia,1758
1759-01-01,12.163,4.367,Tunisia,1759
1759-02-01,13.148,5.822,Tunisia,1759
1759-03-01,14.822,2.919,Tunisia,1759
1759-04-01,16.852,4.754,Tunisia,1759
1759-05-01,22.517,2.919,Tunisia,1759
1759-06-01,27.204,4.012,Tunisia,1759
1759-07-01,29.29,3.597,Tunisia,1759
1759-08-01,30.004,4.842,Tunisia,1759
1759-09-01,27.544,4.3210000000000015,Tunisia,1759
1759-10-01,21.606,3.615,Tunisia,1759
1759-11-01,13.495,4.442,Tunisia,1759
1759-12-01,8.876999999999997,4.834,Tunisia,1759
1760-01-01,8.797,3.528,Tunisia,1760
1760-02-01,11.149,2.155,Tunisia,1760
1760-03-01,12.819,6.43,Tunisia,1760
1760-04-01,19.301,4.728,Tunisia,1760
1760-05-01,22.171,3.377,Tunisia,1760
1760-06-01,25.794,2.692,Tunisia,1760
1760-07-01,29.099,3.0660000000000003,Tunisia,1760
1760-08-01,29.686,5.026,Tunisia,1760
1760-09-01,26.5,3.78,Tunisia,1760
1760-10-01,20.509,3.676,Tunisia,1760
1760-11-01,14.857,2.407,Tunisia,1760
1760-12-01,10.970999999999998,2.918,Tunisia,1760
1761-01-01,8.13,4.44,Tunisia,1761
1761-02-01,12.841,3.047,Tunisia,1761
1761-03-01,16.423000000000002,2.022,Tunisia,1761
1761-04-01,16.785999999999998,3.785,Tunisia,1761
1761-05-01,24.486,4.2010000000000005,Tunisia,1761
1761-06-01,29.421,2.359,Tunisia,1761
1761-07-01,33.811,4.694,Tunisia,1761
1761-08-01,29.98,2.506,Tunisia,1761
1761-09-01,26.809,3.037,Tunisia,1761
1761-10-01,20.886000000000006,3.465,Tunisia,1761
1761-11-01,13.985,2.4090000000000003,Tunisia,1761
1761-12-01,8.06,2.318,Tunisia,1761
1762-01-01,13.218,2.026,Tunisia,1762
1762-02-01,13.321,6.444,Tunisia,1762
1762-03-01,13.474,3.982,Tunisia,1762
1762-04-01,19.546,3.1260000000000003,Tunisia,1762
1762-05-01,22.768,5.079,Tunisia,1762
1762-06-01,27.75500000000001,4.747,Tunisia,1762
1762-07-01,31.318,2.657,Tunisia,1762
1762-08-01,29.155,2.699,Tunisia,1762
1762-09-01,25.69,5.95,Tunisia,1762
1762-10-01,19.617,3.239,Tunisia,1762
1762-11-01,15.651,2.274,Tunisia,1762
1762-12-01,9.51,4.913,Tunisia,1762
1763-01-01,9.157,5.141,Tunisia,1763
1763-02-01,12.487,3.794,Tunisia,1763
1763-03-01,13.099,5.5710000000000015,Tunisia,1763
1763-04-01,18.086,2.185,Tunisia,1763
1763-05-01,21.527,2.697,Tunisia,1763
1763-06-01,26.367,4.5,Tunisia,1763
1763-07-01,31.16,2.463,Tunisia,1763
1763-08-01,30.093000000000004,2.8710000000000004,Tunisia,1763
1763-09-01,25.56,2.461,Tunisia,1763
1763-10-01,18.457,4.865,Tunisia,1763
1763-11-01,14.578,3.102,Tunisia,1763
1763-12-01,11.843,2.236,Tunisia,1763
1764-01-01,10.623,4.117,Tunisia,1764
1764-02-01,14.897,2.655,Tunisia,1764
1764-03-01,14.821,3.1710000000000003,Tunisia,1764
1764-04-01,17.308,3.759,Tunisia,1764
1764-05-01,23.113000000000003,5.8210000000000015,Tunisia,1764
1764-06-01,27.108,2.882,Tunisia,1764
1764-07-01,28.014,4.2410000000000005,Tunisia,1764
1764-08-01,28.059,2.152,Tunisia,1764
1764-09-01,25.71,4.178,Tunisia,1764
1764-10-01,21.284,2.84,Tunisia,1764
1764-11-01,16.249000000000002,2.944,Tunisia,1764
1764-12-01,14.39,3.319,Tunisia,1764
1765-01-01,13.265,7.822999999999999,Tunisia,1765
1765-02-01,12.397,3.4160000000000004,Tunisia,1765
1765-03-01,16.381,2.732,Tunisia,1765
1765-04-01,18.914,2.117,Tunisia,1765
1765-05-01,22.64,2.517,Tunisia,1765
1765-06-01,26.049000000000003,2.794,Tunisia,1765
1765-07-01,28.175,3.746,Tunisia,1765
1765-08-01,28.659,2.365,Tunisia,1765
1765-09-01,26.347,2.026,Tunisia,1765
1765-10-01,20.775,1.874,Tunisia,1765
1765-11-01,16.413,2.844,Tunisia,1765
1765-12-01,10.911,2.291,Tunisia,1765
1766-01-01,6.8020000000000005,5.457000000000002,Tunisia,1766
1766-02-01,12.427,3.333,Tunisia,1766
1766-03-01,15.484000000000002,2.418,Tunisia,1766
1766-04-01,18.576,3.027,Tunisia,1766
1766-05-01,23.094,2.235,Tunisia,1766
1766-06-01,28.244,5.397,Tunisia,1766
1766-07-01,28.626,3.346,Tunisia,1766
1766-08-01,30.098000000000003,2.757,Tunisia,1766
1766-09-01,27.15,2.794,Tunisia,1766
1766-10-01,21.015,2.373,Tunisia,1766
1766-11-01,18.431,3.894,Tunisia,1766
1766-12-01,11.133,3.162,Tunisia,1766
1767-01-01,6.7940000000000005,5.314,Tunisia,1767
1767-02-01,12.929,6.122999999999998,Tunisia,1767
1767-03-01,16.483,6.166,Tunisia,1767
1767-04-01,16.958000000000002,4.765,Tunisia,1767
1767-05-01,22.146,2.467,Tunisia,1767
1767-06-01,27.599,2.827,Tunisia,1767
1767-07-01,29.847,3.379,Tunisia,1767
1767-08-01,29.834,2.15,Tunisia,1767
1767-09-01,25.992,3.207,Tunisia,1767
1767-10-01,21.551,2.649,Tunisia,1767
1767-11-01,17.442999999999998,6.504,Tunisia,1767
1767-12-01,10.003,4.299,Tunisia,1767
1768-01-01,7.322000000000001,9.087,Tunisia,1768
1768-02-01,10.148,6.785,Tunisia,1768
1768-03-01,12.803,4.794,Tunisia,1768
1768-04-01,18.147,3.4130000000000003,Tunisia,1768
1768-05-01,21.717,2.525,Tunisia,1768
1768-06-01,25.933000000000003,3.845,Tunisia,1768
1768-07-01,29.565,3.922,Tunisia,1768
1768-08-01,28.944000000000003,2.043,Tunisia,1768
1768-09-01,25.755,3.94,Tunisia,1768
1768-10-01,20.195,4.1530000000000005,Tunisia,1768
1768-11-01,15.722,4.468,Tunisia,1768
1768-12-01,10.629,5.823,Tunisia,1768
1769-01-01,11.02,4.886,Tunisia,1769
1769-02-01,11.309,3.325,Tunisia,1769
1769-03-01,14.274,4.331,Tunisia,1769
1769-04-01,19.044,4.871,Tunisia,1769
1769-05-01,24.139000000000006,6.777,Tunisia,1769
1769-06-01,29.142000000000003,3.898,Tunisia,1769
1769-07-01,29.678,4.311,Tunisia,1769
1769-08-01,29.833,4.413,Tunisia,1769
1769-09-01,26.384,2.088,Tunisia,1769
1769-10-01,17.784000000000006,2.622,Tunisia,1769
1769-11-01,15.218,2.062,Tunisia,1769
1769-12-01,9.727,3.724,Tunisia,1769
1770-01-01,9.536,5.6770000000000005,Tunisia,1770
1770-02-01,13.295,2.889,Tunisia,1770
1770-03-01,13.046,3.574,Tunisia,1770
1770-04-01,19.372,9.547,Tunisia,1770
1770-05-01,22.146,2.217,Tunisia,1770
1770-06-01,26.994,3.61,Tunisia,1770
1770-07-01,27.408,6.447,Tunisia,1770
1770-08-01,28.219,3.889,Tunisia,1770
1770-09-01,26.552,2.7880000000000003,Tunisia,1770
1770-10-01,20.856,4.095,Tunisia,1770
1770-11-01,16.732,5.409,Tunisia,1770
1770-12-01,12.071,7.7029999999999985,Tunisia,1770
1771-01-01,13.646,5.964,Tunisia,1771
1771-02-01,10.421,3.734,Tunisia,1771
1771-03-01,14.421,6.138,Tunisia,1771
1771-04-01,16.022000000000002,5.624,Tunisia,1771
1771-05-01,22.522,8.696,Tunisia,1771
1771-06-01,27.388,2.776,Tunisia,1771
1771-07-01,29.915,2.103,Tunisia,1771
1771-08-01,30.837,2.5610000000000004,Tunisia,1771
1771-09-01,26.679,2.24,Tunisia,1771
1771-10-01,22.362,2.124,Tunisia,1771
1771-11-01,15.007,3.889,Tunisia,1771
1771-12-01,12.645,3.503,Tunisia,1771
1772-01-01,11.046,6.603,Tunisia,1772
1772-02-01,13.123,7.909,Tunisia,1772
1772-03-01,15.772,3.299,Tunisia,1772
1772-04-01,19.835,3.395,Tunisia,1772
1772-05-01,21.955,2.103,Tunisia,1772
1772-06-01,27.778,3.985,Tunisia,1772
1772-07-01,30.505,2.873,Tunisia,1772
1772-08-01,30.432,3.766,Tunisia,1772
1772-09-01,26.21,3.184,Tunisia,1772
1772-10-01,22.248,2.296,Tunisia,1772
1772-11-01,18.297,4.602,Tunisia,1772
1772-12-01,14.544,3.2230000000000003,Tunisia,1772
1773-01-01,9.263000000000002,2.847,Tunisia,1773
1773-02-01,10.77,2.951,Tunisia,1773
1773-03-01,14.121,2.175,Tunisia,1773
1773-04-01,18.918,3.168,Tunisia,1773
1773-05-01,23.556,3.167,Tunisia,1773
1773-06-01,26.092,2.117,Tunisia,1773
1773-07-01,28.82,2.176,Tunisia,1773
1773-08-01,28.715,2.296,Tunisia,1773
1773-09-01,27.492,2.252,Tunisia,1773
1773-10-01,21.94100000000001,2.068,Tunisia,1773
1773-11-01,14.685,5.339,Tunisia,1773
1773-12-01,13.568,4.342,Tunisia,1773
1774-01-01,9.615,6.443,Tunisia,1774
1774-02-01,13.355,5.9060000000000015,Tunisia,1774
1774-03-01,15.998,2.62,Tunisia,1774
1774-04-01,20.115,4.395,Tunisia,1774
1774-05-01,25.486,2.6660000000000004,Tunisia,1774
1774-06-01,28.614,5.935,Tunisia,1774
1774-07-01,31.326,5.886,Tunisia,1774
1774-08-01,30.999,2.756,Tunisia,1774
1774-09-01,26.227,2.806,Tunisia,1774
1774-10-01,20.199,3.766,Tunisia,1774
1774-11-01,13.674,6.307,Tunisia,1774
1774-12-01,8.48,4.499,Tunisia,1774
1775-01-01,11.613,4.333,Tunisia,1775
1775-02-01,15.045,3.947,Tunisia,1775
1775-03-01,17.253,2.187,Tunisia,1775
1775-04-01,18.176,1.895,Tunisia,1775
1775-05-01,22.424,3.154,Tunisia,1775
1775-06-01,26.262,4.367,Tunisia,1775
1775-07-01,30.03,2.074,Tunisia,1775
1775-08-01,29.892,2.132,Tunisia,1775
1775-09-01,25.568,2.61,Tunisia,1775
1775-10-01,22.091,2.95,Tunisia,1775
1775-11-01,17.939,5.752000000000002,Tunisia,1775
1775-12-01,9.714,2.079,Tunisia,1775
1776-01-01,9.521,5.152,Tunisia,1776
1776-02-01,13.19,3.878,Tunisia,1776
1776-03-01,15.614,3.3510000000000004,Tunisia,1776
1776-04-01,18.176,1.931,Tunisia,1776
1776-05-01,21.737,3.611,Tunisia,1776
1776-06-01,27.49,3.036,Tunisia,1776
1776-07-01,29.164,2.293,Tunisia,1776
1776-08-01,30.481,3.79,Tunisia,1776
1776-09-01,24.864,2.695,Tunisia,1776
1776-10-01,20.587000000000003,2.822,Tunisia,1776
1776-11-01,15.41,4.547,Tunisia,1776
1776-12-01,11.595999999999998,2.991,Tunisia,1776
1777-01-01,11.476,3.4210000000000003,Tunisia,1777
1777-02-01,13.012,4.126,Tunisia,1777
1777-03-01,16.436,2.247,Tunisia,1777
1777-04-01,17.016000000000002,2.1830000000000003,Tunisia,1777
1777-05-01,21.954,3.16,Tunisia,1777
1777-06-01,25.93,2.548,Tunisia,1777
1777-07-01,27.742,2.2030000000000003,Tunisia,1777
1777-08-01,29.104,2.056,Tunisia,1777
1777-09-01,26.168000000000003,3.707,Tunisia,1777
1777-10-01,20.142000000000003,4.0,Tunisia,1777
1777-11-01,16.136,2.605,Tunisia,1777
1777-12-01,10.481,2.576,Tunisia,1777
1778-01-01,11.745,3.592,Tunisia,1778
1778-02-01,13.753,3.684,Tunisia,1778
1778-03-01,14.519,4.053,Tunisia,1778
1778-04-01,20.758000000000006,2.124,Tunisia,1778
1778-05-01,23.024,2.812,Tunisia,1778
1778-06-01,25.514000000000006,5.05,Tunisia,1778
1778-07-01,30.455,1.915,Tunisia,1778
1778-08-01,28.941,2.859,Tunisia,1778
1778-09-01,26.801,1.962,Tunisia,1778
1778-10-01,20.62,4.624,Tunisia,1778
1778-11-01,14.537,4.144,Tunisia,1778
1778-12-01,11.134,2.627,Tunisia,1778
1779-01-01,8.349,3.0980000000000003,Tunisia,1779
1779-02-01,13.469,6.659,Tunisia,1779
1779-03-01,15.775,3.2310000000000003,Tunisia,1779
1779-04-01,20.097,3.455,Tunisia,1779
1779-05-01,25.256,2.2,Tunisia,1779
1779-06-01,25.243,3.332,Tunisia,1779
1779-07-01,28.618,2.506,Tunisia,1779
1779-08-01,28.528,3.283,Tunisia,1779
1779-09-01,27.103,2.545,Tunisia,1779
1779-10-01,21.871,3.309,Tunisia,1779
1779-11-01,15.694,2.383,Tunisia,1779
1779-12-01,12.68,7.356,Tunisia,1779
1780-01-01,10.261,4.549,Tunisia,1780
1780-02-01,11.921,3.019,Tunisia,1780
1780-03-01,16.342,2.189,Tunisia,1780
1780-04-01,21.528,3.116,Tunisia,1780
1780-05-01,26.839,2.459,Tunisia,1780
1780-06-01,28.967,3.983,Tunisia,1780
1780-07-01,30.85,2.487,Tunisia,1780
1780-08-01,28.387,4.705,Tunisia,1780
1780-09-01,24.311,3.384,Tunisia,1780
1780-10-01,22.136000000000006,2.169,Tunisia,1780
1780-11-01,16.445999999999998,2.214,Tunisia,1780
1780-12-01,10.602,2.15,Tunisia,1780
1781-01-01,10.445,6.053999999999999,Tunisia,1781
1781-02-01,11.77,8.388,Tunisia,1781
1781-03-01,15.475,1.985,Tunisia,1781
1781-04-01,18.243,2.724,Tunisia,1781
1781-05-01,23.657,2.695,Tunisia,1781
1781-06-01,25.983,2.091,Tunisia,1781
1781-07-01,30.277,2.692,Tunisia,1781
1781-08-01,29.732,1.844,Tunisia,1781
1781-09-01,25.475,4.937,Tunisia,1781
1781-10-01,20.37,1.832,Tunisia,1781
1781-11-01,17.225,2.36,Tunisia,1781
1781-12-01,12.618,5.335,Tunisia,1781
1782-01-01,9.106000000000002,4.105,Tunisia,1782
1782-02-01,9.108,6.621,Tunisia,1782
1782-03-01,13.375,2.471,Tunisia,1782
1782-04-01,18.282,3.577,Tunisia,1782
1782-05-01,22.026,3.045,Tunisia,1782
1782-06-01,28.529,2.78,Tunisia,1782
1782-07-01,30.707,4.1,Tunisia,1782
1782-08-01,31.617,2.948,Tunisia,1782
1782-09-01,26.472,2.947,Tunisia,1782
1782-10-01,20.924000000000003,3.221,Tunisia,1782
1782-11-01,14.447,6.488,Tunisia,1782
1782-12-01,10.177,4.783,Tunisia,1782
1783-01-01,8.613999999999999,6.634,Tunisia,1783
1783-02-01,14.537,3.793,Tunisia,1783
1783-03-01,15.282,2.3,Tunisia,1783
1783-04-01,18.705,2.322,Tunisia,1783
1783-05-01,23.591,4.34,Tunisia,1783
1783-06-01,27.22600000000001,2.343,Tunisia,1783
1783-07-01,28.99,2.292,Tunisia,1783
1783-08-01,29.256,2.208,Tunisia,1783
1783-09-01,25.492,3.592,Tunisia,1783
1783-10-01,20.722,3.375,Tunisia,1783
1783-11-01,13.619000000000002,2.762,Tunisia,1783
1783-12-01,10.902,2.648,Tunisia,1783
1784-01-01,10.925,7.622999999999998,Tunisia,1784
1784-02-01,9.971,6.412999999999999,Tunisia,1784
1784-03-01,14.882,3.654,Tunisia,1784
1784-04-01,17.348000000000006,6.511,Tunisia,1784
1784-05-01,23.765,2.389,Tunisia,1784
1784-06-01,27.693,2.3680000000000003,Tunisia,1784
1784-07-01,31.011,4.129,Tunisia,1784
1784-08-01,31.056,5.974,Tunisia,1784
1784-09-01,26.741,4.151,Tunisia,1784
1784-10-01,19.072000000000006,3.792,Tunisia,1784
1784-11-01,14.886,2.511,Tunisia,1784
1784-12-01,10.207,2.7710000000000004,Tunisia,1784
1785-01-01,9.897,3.645,Tunisia,1785
1785-02-01,10.777,4.307,Tunisia,1785
1785-03-01,10.902,2.907,Tunisia,1785
1785-04-01,16.735,2.46,Tunisia,1785
1785-05-01,22.914,3.927,Tunisia,1785
1785-06-01,28.147,3.784,Tunisia,1785
1785-07-01,29.954,3.702,Tunisia,1785
1785-08-01,30.089,3.533,Tunisia,1785
1785-09-01,26.907,2.241,Tunisia,1785
1785-10-01,19.91,2.934,Tunisia,1785
1785-11-01,16.082,3.76,Tunisia,1785
1785-12-01,11.746,2.317,Tunisia,1785
1786-01-01,8.789000000000001,2.508,Tunisia,1786
1786-02-01,12.343,2.229,Tunisia,1786
1786-03-01,15.91,4.272,Tunisia,1786
1786-04-01,19.134,3.402,Tunisia,1786
1786-05-01,23.736,3.471,Tunisia,1786
1786-06-01,27.385,2.095,Tunisia,1786
1786-07-01,30.329,3.871,Tunisia,1786
1786-08-01,29.765,6.112,Tunisia,1786
1786-09-01,27.478,6.952000000000001,Tunisia,1786
1786-10-01,19.35,2.1590000000000003,Tunisia,1786
1786-11-01,15.474,4.574,Tunisia,1786
1786-12-01,9.349,2.524,Tunisia,1786
1787-01-01,11.086,3.599,Tunisia,1787
1787-02-01,12.025,3.064,Tunisia,1787
1787-03-01,15.294,3.176,Tunisia,1787
1787-04-01,17.777,2.5810000000000004,Tunisia,1787
1787-05-01,21.793000000000003,4.388999999999999,Tunisia,1787
1787-06-01,28.281,3.668,Tunisia,1787
1787-07-01,29.28,5.038,Tunisia,1787
1787-08-01,30.207,4.084,Tunisia,1787
1787-09-01,25.537,2.87,Tunisia,1787
1787-10-01,20.82,5.945,Tunisia,1787
1787-11-01,16.465999999999998,1.993,Tunisia,1787
1787-12-01,11.789,3.22,Tunisia,1787
1788-01-01,10.259,2.416,Tunisia,1788
1788-02-01,13.396,5.221,Tunisia,1788
1788-03-01,17.258,3.3510000000000004,Tunisia,1788
1788-04-01,19.215,3.36,Tunisia,1788
1788-05-01,22.945,2.4330000000000003,Tunisia,1788
1788-06-01,28.532,2.61,Tunisia,1788
1788-07-01,32.322,3.808,Tunisia,1788
1788-08-01,29.362,2.237,Tunisia,1788
1788-09-01,26.684,2.02,Tunisia,1788
1788-10-01,21.525,2.674,Tunisia,1788
1788-11-01,15.163,2.749,Tunisia,1788
1788-12-01,9.033,3.557,Tunisia,1788
1789-01-01,10.593,4.881,Tunisia,1789
1789-02-01,11.848,3.517,Tunisia,1789
1789-03-01,13.765,4.1530000000000005,Tunisia,1789
1789-04-01,18.652,2.542,Tunisia,1789
1789-05-01,24.259,3.213,Tunisia,1789
1789-06-01,26.282,1.859,Tunisia,1789
1789-07-01,29.825,2.165,Tunisia,1789
1789-08-01,29.051,1.924,Tunisia,1789
1789-09-01,26.224,1.89,Tunisia,1789
1789-10-01,20.16200000000001,2.923,Tunisia,1789
1789-11-01,14.335,1.927,Tunisia,1789
1789-12-01,9.534,2.201,Tunisia,1789
1790-01-01,9.899,3.899,Tunisia,1790
1790-02-01,12.311,4.181,Tunisia,1790
1790-03-01,14.681,2.291,Tunisia,1790
1790-04-01,16.458000000000002,2.861,Tunisia,1790
1790-05-01,22.781,1.894,Tunisia,1790
1790-06-01,28.111,2.075,Tunisia,1790
1790-07-01,29.32,2.1830000000000003,Tunisia,1790
1790-08-01,30.367,2.008,Tunisia,1790
1790-09-01,26.408,2.527,Tunisia,1790
1790-10-01,22.553,2.397,Tunisia,1790
1790-11-01,16.159000000000002,1.776,Tunisia,1790
1790-12-01,11.402,7.399,Tunisia,1790
1791-01-01,12.125,6.025,Tunisia,1791
1791-02-01,12.399,1.98,Tunisia,1791
1791-03-01,15.672,3.326,Tunisia,1791
1791-04-01,19.06900000000001,2.417,Tunisia,1791
1791-05-01,22.183000000000003,2.186,Tunisia,1791
1791-06-01,26.488000000000003,1.931,Tunisia,1791
1791-07-01,29.103,1.511,Tunisia,1791
1791-08-01,30.201,1.29,Tunisia,1791
1791-09-01,25.803,1.711,Tunisia,1791
1791-10-01,20.502,1.423,Tunisia,1791
1791-11-01,16.95,1.247,Tunisia,1791
1791-12-01,11.689,1.409,Tunisia,1791
1792-01-01,10.65,3.702,Tunisia,1792
1792-02-01,12.755999999999998,3.0810000000000004,Tunisia,1792
1792-03-01,15.287,1.973,Tunisia,1792
1792-04-01,18.668,2.041,Tunisia,1792
1792-05-01,23.131,1.703,Tunisia,1792
1792-06-01,28.19400000000001,1.706,Tunisia,1792
1792-07-01,29.211,1.5830000000000002,Tunisia,1792
1792-08-01,27.717,1.851,Tunisia,1792
1792-09-01,26.037,2.987,Tunisia,1792
1792-10-01,21.359,2.044,Tunisia,1792
1792-11-01,15.278,2.635,Tunisia,1792
1792-12-01,10.77,2.878,Tunisia,1792
1793-01-01,8.404,3.337,Tunisia,1793
1793-02-01,12.058,4.595,Tunisia,1793
1793-03-01,14.988,3.5580000000000003,Tunisia,1793
1793-04-01,17.496000000000002,2.53,Tunisia,1793
1793-05-01,21.704,1.824,Tunisia,1793
1793-06-01,26.072000000000006,2.186,Tunisia,1793
1793-07-01,29.51,3.222,Tunisia,1793
1793-08-01,29.244,3.179,Tunisia,1793
1793-09-01,27.515,2.311,Tunisia,1793
1793-10-01,20.699,3.257,Tunisia,1793
1793-11-01,14.77,3.3360000000000003,Tunisia,1793
1793-12-01,11.817,1.962,Tunisia,1793
1794-01-01,10.952,3.435,Tunisia,1794
1794-02-01,12.079,5.635,Tunisia,1794
1794-03-01,15.099,2.174,Tunisia,1794
1794-04-01,19.746,1.767,Tunisia,1794
1794-05-01,22.785,1.875,Tunisia,1794
1794-06-01,25.090000000000003,2.36,Tunisia,1794
1794-07-01,28.9,3.57,Tunisia,1794
1794-08-01,29.165,2.26,Tunisia,1794
1794-09-01,26.083,2.505,Tunisia,1794
1794-10-01,20.72600000000001,2.389,Tunisia,1794
1794-11-01,15.531,2.425,Tunisia,1794
1794-12-01,10.69,2.466,Tunisia,1794
1795-01-01,9.916,3.2460000000000004,Tunisia,1795
1795-02-01,13.133,4.029,Tunisia,1795
1795-03-01,15.72,1.717,Tunisia,1795
1795-04-01,18.696,2.623,Tunisia,1795
1795-05-01,23.72300000000001,3.179,Tunisia,1795
1795-06-01,26.789,2.496,Tunisia,1795
1795-07-01,29.34,3.54,Tunisia,1795
1795-08-01,29.602,2.106,Tunisia,1795
1795-09-01,25.43,3.639,Tunisia,1795
1795-10-01,21.46,3.181,Tunisia,1795
1795-11-01,14.93,2.852,Tunisia,1795
1795-12-01,10.884,2.6060000000000003,Tunisia,1795
1796-01-01,10.632,3.276,Tunisia,1796
1796-02-01,12.265,1.636,Tunisia,1796
1796-03-01,13.845999999999998,2.128,Tunisia,1796
1796-04-01,17.43,1.721,Tunisia,1796
1796-05-01,22.934,1.679,Tunisia,1796
1796-06-01,27.055,3.34,Tunisia,1796
1796-07-01,29.642,2.569,Tunisia,1796
1796-08-01,30.042,3.826,Tunisia,1796
1796-09-01,26.842,3.646,Tunisia,1796
1796-10-01,22.367,1.997,Tunisia,1796
1796-11-01,16.208,2.893,Tunisia,1796
1796-12-01,11.06,2.907,Tunisia,1796
1797-01-01,11.314,7.35,Tunisia,1797
1797-02-01,12.679,2.518,Tunisia,1797
1797-03-01,13.81,2.504,Tunisia,1797
1797-04-01,17.84,3.3960000000000004,Tunisia,1797
1797-05-01,22.457,2.375,Tunisia,1797
1797-06-01,26.557,2.525,Tunisia,1797
1797-07-01,29.27,1.912,Tunisia,1797
1797-08-01,30.037,2.226,Tunisia,1797
1797-09-01,26.51,2.801,Tunisia,1797
1797-10-01,21.124,2.166,Tunisia,1797
1797-11-01,15.03,2.838,Tunisia,1797
1797-12-01,11.463,3.128,Tunisia,1797
1798-01-01,10.937,1.83,Tunisia,1798
1798-02-01,11.93,1.968,Tunisia,1798
1798-03-01,15.823,1.669,Tunisia,1798
1798-04-01,17.742,1.815,Tunisia,1798
1798-05-01,22.374,2.7430000000000003,Tunisia,1798
1798-06-01,26.416,2.237,Tunisia,1798
1798-07-01,30.363000000000003,2.727,Tunisia,1798
1798-08-01,29.696,3.565,Tunisia,1798
1798-09-01,26.135,3.007,Tunisia,1798
1798-10-01,20.391,2.353,Tunisia,1798
1798-11-01,17.543,2.647,Tunisia,1798
1798-12-01,11.652,2.424,Tunisia,1798
1799-01-01,9.21,1.92,Tunisia,1799
1799-02-01,13.222,1.995,Tunisia,1799
1799-03-01,15.595999999999998,2.984,Tunisia,1799
1799-04-01,18.781,2.932,Tunisia,1799
1799-05-01,22.59,1.395,Tunisia,1799
1799-06-01,26.972,2.571,Tunisia,1799
